transaction_id,date,store_name,store_city,product_name,category,units_sold,unit_price,customer_id
TXN5287,2023-06-02,Chennai Anna,Chennai,Headphones,Electronics,8,39854.96,CUST023
TXN5288,2023-05-02,Mumbai Central,Mumbai,Biscuits,Groceries,4,27469.99,CUST038
TXN5289,2023-11-12,Bangalore MG,Bangalore,Pulses 1kg,Grocery,6,31604.47,CUST014
TXN5290,2023-05-24,Mumbai Central,Mumbai,Atta 10kg,Grocery,18,52464,CUST021
TXN5291,2023-05-17,Bangalore MG,Bangalore,Saree,Clothing,19,35451.81,CUST044
TXN5292,2023-01-31,Mumbai Central,Mumbai,Speaker,Electronics,14,49262.78,CUST009
TXN5293,2023-12-31,Delhi South,Delhi,Jeans,Clothing,5,2317.47,CUST049
TXN5294,2023-10-23,Chennai Anna,Chennai,Milk 1L,Groceries,5,43374.39,CUST027
TXN5295,2023-11-21,Chennai Anna,Chennai,Biscuits,Groceries,3,27469.99,CUST048
TXN5296,2023-09-07,Bangalore MG,Bangalore,Atta 10kg,Grocery,15,52464,CUST050
TXN5297,2023-02-02,Mumbai Central,Mumbai,Biscuits,Groceries,12,27469.99,CUST028
TXN5298,2023-06-15,Delhi South,Delhi,Milk 1L,Groceries,9,43374.39,CUST037
TXN5299,2023-12-16,Delhi South,,Milk 1L,Groceries,11,43374.39,CUST041
